Cargo,Empresa,Local,Link
TI | Desenvolvedor(a) Full Stack,Hurb,Home Office,https://br.indeed.com/rc/clk?jk=c91fa6e98d582c7b&bb=RnA1umZRaXDQrto5xtHwnzQOzuO-glQC04B4XMmq_TdJzRvLuo9af30qrqvtiV4BWM0i1nGRRpfg6MRHxDENNfKuXNC6Gzr5HrfOt0_A6oofy29P6RkMEcFYlIMXxihi&xkcb=SoAo67M39wujijxkRR0EbzkdCdPP&fccid=a784efba46c28b98&vjs=3
Ciência de Dados | Engenheiro de Dados Junior,DM,,https://br.indeed.com/rc/clk?jk=674887130deac8ad&bb=RnA1umZRaXDQrto5xtHwnxMySbrrxAUCiR4zx4qr1xi5JtoAltKyj-P3tBR2JXPpcFNm27aMHrtzSUoN0YYGwkGwreE7me95bL6lEIjafQycpsnKkvcULVa-q_alxbIv&xkcb=SoAP67M39wujijxkRR0bbzkdCdPP&fccid=6e05be4b221befa5&vjs=3
Desenvolvedor python - ia,Netvagas,,https://br.indeed.com/rc/clk?jk=4afd27f41e7a7983&bb=Sonps-QKzjG9vjCjnS_pU2fovyms_iBLuC_Kz9hSb9mt3862OMsTf7S5yHkZqCHhtqWLrJui22ERdyF4zDKK6RGt3vsm1NCPtvjzfkAhWu1XoChJcWPu5Ner_gW-CgLQ&xkcb=SoBP67M39wuinKxkRB0LbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
AI Developer | Python,CAPCO,,https://br.indeed.com/rc/clk?jk=400cd65838a90d01&bb=Sonps-QKzjG9vjCjnS_pU_zC8sFdLg-OjJv8ML5IT3Ek5_x4cEUl6a0DAReFFbYNM_lB-hMzIAD3pOjTa66FhX5HtCwndkY1Cl7ZOXZOyZF4WB-TmlqODHMAWg7YhSdV&xkcb=SoD767M39wuinKxkRB0KbzkdCdPP&fccid=c2a63affe8751868&vjs=3
DATA PRODUCT MANAGER,Cogna Educação,,https://br.indeed.com/rc/clk?jk=16b26342c1e23048&bb=Sonps-QKzjG9vjCjnS_pU3q4lNcyKnZUlSF8BQPCWEH54CLfK3bBOTqe9N9khicYsCUchhVkedeDPW35JbQiEXBjtWUXDy0x72k9RnrgZxnvuLWaXg6REBTA6ZPRSceY&xkcb=SoBm67M39wuinKxkRB0JbzkdCdPP&fccid=2e794fb1ba5872f8&vjs=3
Mid Data Engineer - (100% Remoto),invillia,Home Office,https://br.indeed.com/rc/clk?jk=c4a46129d71957cd&bb=Sonps-QKzjG9vjCjnS_pU8w2ZKfWtnInLllGAk4us5p1bBOj0O8aqahP2JUyZrXzYP12gW3yzlfQO300JKaA_1-MvEHFLnPCCx0qMh0wV6U4_Y81y7VyF2o-9K3Q9nv4&xkcb=SoDS67M39wuinKxkRB0IbzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
Consultor de Inteligência Artificial (IA),KPMG Brasil,,https://br.indeed.com/rc/clk?jk=7106bb66524cdb29&bb=Sonps-QKzjG9vjCjnS_pU3B8U8-DjQqMRbiYmRXzA4dg2tbfr1lfqziIoYRaMHGJwNTf5j57emXFZ8j6nhnHukz624ty6hq8QIzDZvvo35nZCEOw2sC7cA%3D%3D&xkcb=SoBc67M39wuinKxkRB0PbzkdCdPP&fccid=2dd390c3a48a7ed0&vjs=3
Analista de TI PL - Middleware,TIVIT,Home Office,https://br.indeed.com/rc/clk?jk=ba57a8e33397dd90&bb=Sonps-QKzjG9vjCjnS_pU5iL9Zya8T7qFs-Ul1AY1mZv08Iz7NKNvFBoXBjcO3uPdsi9jJVfxQAzM4Qbu6K1pCv6J17B1FPYHR9GdYFjEua-iLGCaS5sUXUEYe3nBGxW&xkcb=SoDo67M39wuinKxkRB0ObzkdCdPP&fccid=8b09d9e4df1069db&vjs=3
Engenheiro Robótico,BENTELER Automotive,Anunciada há 17 dias,https://br.indeed.com/rc/clk?jk=027aba8656f3aebc&bb=Sonps-QKzjG9vjCjnS_pU9_uJHlRPbH46OXhe86LDswvngzCfzDu38LxUOpt5VlfATfdyHmgTvwoSHknis4Nzl658wtas-TTIs-sB9MaLHEJ14UhGMOaCQ%3D%3D&xkcb=SoB167M39wuinKxkRB0NbzkdCdPP&fccid=75d2f9e612d5c548&vjs=3
Pessoa Engenheira de Dados - Vaga Exclusiva para Pessoa com Deficiência,EY,,https://br.indeed.com/rc/clk?jk=d16a35360025d9be&bb=Sonps-QKzjG9vjCjnS_pU8aCC9ZmINR_j6IbZ1oeVwn78RKUB-x5loW8S1JUUjmU-Mc6Xk6fjxH_0sEO2q3c2yXE1WGGua9XO1qRYD9oV51ebXjrrSAD-vU7lDz1s_Fm&xkcb=SoDB67M39wuinKxkRB0MbzkdCdPP&fccid=1544766d4c2915b0&vjs=3
Infrastructure engineer,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=899142f6620b25aa&bb=Sonps-QKzjG9vjCjnS_pU4ixYKD36r8k3RSizF6ZxJMuL7Df4p2w8IS6LCjE--G5Nhs4u4SVDw8qfwzEjkUPc_LE4eWUH7RVPsQQPLWtVbrnWCmMqOgAcuyWoyOscoUp&xkcb=SoAo67M39wuinKxkRB0DbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Assistente em análise de dados,fiorentinoeventos.com.br,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=06d1d7faac0cd98e&bb=Sonps-QKzjG9vjCjnS_pU4k5cu1yjFTNr5TNqG6J64yuLka6o5avXg4ZKM5vAqwkXv9rj9unlt4qWBsfXONgcew2f33AwivTcr6BQzn76RDloL8W90mfgOiohaTIEkem&xkcb=SoCc67M39wuinKxkRB0CbzkdCdPP&fccid=698ea1d0641c47c7&vjs=3
Backend engineer,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=6215a947c2f728ff&bb=Sonps-QKzjG9vjCjnS_pU678SMpowbBX9SYZpRFRcTAe9XFh2wm2Vf3WBYC76au-x4NR6N9dCdNm9SsTw9rRGh4mxjINXOCWGL4Ynf_nM008iinjE41b0HDcSncDz8mi&xkcb=SoAB67M39wuinKxkRB0BbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
ANALISTA DE SISTEMAS OPERACIONAIS SR,DHL,,https://br.indeed.com/rc/clk?jk=d50e62bbe0108233&bb=Sonps-QKzjG9vjCjnS_pU_LWePGhedOS_oDdHJhiD5T76Oq1MC7HWUr3oft09hZFQWC3wz0E4Kova5BPUYar2jBD18d4KuUq6XGlJeH0QX28mUmmXJQk1Q%3D%3D&xkcb=SoC167M39wuinKxkRB0AbzkdCdPP&fccid=5b8d10630cb111eb&vjs=3
Estágio de desenvolvimento de firmware,Netvagas,Anunciada há 8 dias,https://br.indeed.com/rc/clk?jk=02a36d268295945c&bb=Sonps-QKzjG9vjCjnS_pUx10IFaWkpGwLZZvCsY0njSxVM-TN2ZxZ9Smk7ZKYoMxSPEeqV-THqQhpB1dtK3rS70tYgShAygu4N6qwXczLsMLKsFnFtJ3aLPac-wfJE4j&xkcb=SoA767M39wuinKxkRB0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de B.I,SICOOB UNICORRETORA,Anunciada há 17 dias,https://br.indeed.com/rc/clk?jk=e75a811c633c3728&bb=Sonps-QKzjG9vjCjnS_pU4D7xEXZZDpl06zz7u24ltmx3h2TaUmtiNmkt0cFNa1njdA-1OErENo7n2obJZdxkt_0eqzTBPCWl-M8iSo6NxrPzB8dXyhMNbqHLODb_hcA&xkcb=SoCP67M39wuinKxkRB0GbzkdCdPP&fccid=2f19e5da09700fa3&vjs=3
Desenvolvedor Java PL,Ewave do Brasil,Home Office,https://br.indeed.com/rc/clk?jk=e70126ed6d67e8a5&bb=Sonps-QKzjG9vjCjnS_pU6y3KoLo6vBKEoLzh0JV025MZFhL7lsqPvwD72Ua30yW9JLN-LJiCdRszK1WCww60uy3_iYSpCLd7bwe0I_wlSwC77_vOmE-c0E5wC2d81bN&xkcb=SoAS67M39wuinKxkRB0FbzkdCdPP&fccid=3e70db4eb9a109af&vjs=3
"Data Engineering, Internship, Brazil – X Delivery",Boston Consulting Group,Anunciada há 28 dias,https://br.indeed.com/rc/clk?jk=342da30eb0495567&bb=wgXDY4I40VHlRt2eXXnwri64WDrRx5lNCJel_HabOkS1knfF54XycCw0Wdi80aoUtNlRHYdjOEZllAxbGXfLnH2cV5Mun6HXp4Rc8540L3TgFSR8CatL4-OzDrMggQ4X&xkcb=SoAo67M39wuh-PxBHB0LbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3
AI Engineer,Econodata,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=cedc2942b0a639b5&bb=wgXDY4I40VHlRt2eXXnwrjH2et5aYrZgXXvYbbVkAB0kCpw9689dp0cTRp_JxTZFv-CljTyWQ8ySQSKG5U5ts9cKCDNc6um1idvOTGYyskqWn4WXsOShTIZ0uEwMsoKf&xkcb=SoCc67M39wuh-PxBHB0KbzkdCdPP&fccid=d5004d1c1e3e0de7&vjs=3
Estagiário de ETL,Nexo CS,Anunciada há 3 dias,https://br.indeed.com/rc/clk?jk=8c6a2dcd84206f3f&bb=wgXDY4I40VHlRt2eXXnwrpq8dZZilDLHD9q_LxzKg89STCitpygwLrVt_BCJxLDj6_oqquSvfTyJfrRYGHJ-Gwyk0c-lCvPqHf4i4Evt6ZEa8NE2VFsjvgjhCalNvUwF&xkcb=SoAB67M39wuh-PxBHB0JbzkdCdPP&fccid=48fd2a221e64ea3a&vjs=3
"Early Career Software Engineer, Black Community Inclusion",Google,,https://br.indeed.com/rc/clk?jk=c0468fd46ba94578&bb=wgXDY4I40VHlRt2eXXnwrrs6UpDq3IgdoTtlFDvIMtomC-t4wk50N7ZBeDzjWTj2E4VENe9oAuMyi94GZhZ9uGVbOp25Dbjz6Z1e9VrvkFxJG-ICAVgyEg%3D%3D&xkcb=SoC167M39wuh-PxBHB0IbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Finanças | Especialista em Modelagem e Analytics de Bandeiras Sênior,Cielo,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4582a803483c73bc&bb=wgXDY4I40VHlRt2eXXnwrinQceVkmO4oE5TrUKPGcYExIDeLWc9hsOzRcYN53zTi3TzCuPxWsfPY2I14RNlrn7NTZaa6s9oGtnVM8zz5sjyvgdig6TU4DOchGbAbHwvj&xkcb=SoA767M39wuh-PxBHB0PbzkdCdPP&fccid=914d1e1f722393dc&vjs=3
Cloud Application Engineer,DocuSign,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ee62136b4ce00de8&bb=wgXDY4I40VHlRt2eXXnwriXk0lny3h800mlZOXQHJk_ZOGsxRNURlY3WcG91rfadYj0mEFQG5sZ_nIYgcogk7Gf2kWq1HFfcVeSIjnzrKqqYbrfQRYj5ulqG0neI_JAO&xkcb=SoCP67M39wuh-PxBHB0ObzkdCdPP&fccid=9dd30dd046d9ac7a&vjs=3
Engenheira(o) de Software - Centro IA,Dell Technologies,,https://br.indeed.com/rc/clk?jk=2221605108ebcf09&bb=wgXDY4I40VHlRt2eXXnwrjDfDVe9aJt1OK-9WzEtv821j2n-1XDp9_Gn_bYOvM50sq_jXg_HGTguYrzH4ItUwUQVc1LPs1zavgZSrzE5c68gSV5-5PKg9w%3D%3D&xkcb=SoAS67M39wuh-PxBHB0NbzkdCdPP&fccid=dd09fe3b43125016&vjs=3
Analista de Bi Júnior,TOTVS,,https://br.indeed.com/rc/clk?jk=6f771b6b230765ae&bb=wgXDY4I40VHlRt2eXXnwruhV4FG0mQYe1IukK5I4MM_str4NOQjw0Ev09dBRZLIgn0ildH9XyP7a-XKNzGzIorIxGs_f0iXSJARTjKb4U3sTd6rObq85KZ871WhA1LLN&xkcb=SoCm67M39wuh-PxBHB0MbzkdCdPP&fccid=67d569b06da4f569&vjs=3
SESI - CIENTISTA DE DADOS - EDUCAÇÃO - SÃO PAULO-SP | N 535-2024,SESI SENAI SP,Anunciada há 1 dia,https://br.indeed.com/rc/clk?jk=039491f92f949ab6&bb=wgXDY4I40VHlRt2eXXnwrl921Ya0RWXENGGRgie54qylzXex3TIE9UUXgTyxwDBuO8FH3Mm55w9xDujruBMryUaR3r-8YybEDAGu6mDQI1dYlmsd6mLqUyZ__MuQ1BXi&xkcb=SoBP67M39wuh-PxBHB0DbzkdCdPP&fccid=b1ba4e5d5adb052c&vjs=3
Software Development Engineer Internship,Amazon Servicos de Varejo do Brasil Ltda.,Anunciada há 1 dia,https://br.indeed.com/rc/clk?jk=d902b28a65390f20&bb=wgXDY4I40VHlRt2eXXnwrh2aZdpL4Xut7TEIDOIcfAVUA4Ap830NlNkgA7EWxlR1yhDjBzEbhIqK2ejmOzHdgHETu3YcYOwn7-ZZGYeQ9Pv0ilGteIi1FA%3D%3D&xkcb=SoD767M39wuh-PxBHB0CbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3
Software Engineer FullStack,isaac,,https://br.indeed.com/rc/clk?jk=a646ddf0de773eef&bb=wgXDY4I40VHlRt2eXXnwroHnKxVG2ofr6hb0wrrKtKLC782F4eecqfLIp-OyCwdHgrsm7xBqyr_Heth1fJUO8Y0yaaHgiZg93Faqw6O27gVnNPe2Px1h-J5tl2ZLLjG0&xkcb=SoBm67M39wuh-PxBHB0BbzkdCdPP&fccid=eccfd00cb109a61a&vjs=3
Desenvolvedor RPA Senior,Ewave do Brasil,Home Office,https://br.indeed.com/rc/clk?jk=5d51df178430527d&bb=wgXDY4I40VHlRt2eXXnwrjutCbldIIwoqjlxw-_imng4x2ZfMlJ6v8rZi8GWn6cBOIazCgb_Oq0NzU0xkic280OYeE_JtxT54K9BZ38rtRpHRASOnqJs7NDGdC8Kw24u&xkcb=SoDS67M39wuh-PxBHB0AbzkdCdPP&fccid=3e70db4eb9a109af&vjs=3
Analista de modelagem pl,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=dbf01a3a560bbf8e&bb=wgXDY4I40VHlRt2eXXnwroqhMDZd9gwLcHl-05leRd8swDW0z_vpHkZO6EbjRts0DVbvy9EAXz4jmkEWVtssRvOI7gzmFYczcPvD2Re3yGEz-1TWwZREcpsGbnXQ36FB&xkcb=SoBc67M39wuh-PxBHB0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
INSTALLATION ENGINEER II,TechnipFMC,,https://br.indeed.com/rc/clk?jk=dd3b48ffa4077698&bb=wgXDY4I40VHlRt2eXXnwriBNXKPK-YesRRCtxbZt89HaBg2liidPk7UzwAyVlLMTFAHciFsXM4SygkU2RRO1MxZzIgnUAGVdzHqivguLEGHw1pMSMXZugMxkL-hYDfGE&xkcb=SoDo67M39wuh-PxBHB0GbzkdCdPP&fccid=1f21273599e9ffba&vjs=3
Analista de Banco de Dados PL,Brasal Refrigerantes,Anunciada há 9 dias,https://br.indeed.com/rc/clk?jk=aafd976ee55a2b12&bb=wgXDY4I40VHlRt2eXXnwri64WDrRx5lNYYIxj-AQOdQMWmFAMe0zaUQAzx8uAcN6ZA7dvD3WdtztOCIu8ZwSCoBndOgomKzdDe-IZdHl_w30RXw_W0KpaT_t56ZJTGX5&xkcb=SoB167M39wuh-PxBHB0FbzkdCdPP&fccid=15e5a1820e652504&vjs=3
Analista de Cyber Security Pleno,"Voltz, a Fintech da Energisa",Home Office,https://br.indeed.com/rc/clk?jk=d76d228e04dfc181&bb=Y6YImqOX3b-3A0x7ZkJJ8iLM-T6Cb2uXPFFDBETOPvBuZeGRLemC5eta_b7VPC2BEn524nFmOYj-UZ2OJ9L-zVUZoEQ3DLZqnGHagUl2SATqv60ZXc2MQ52Ncw-cHozt&xkcb=SoC367M39wuhXjALBj0LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Programador,D.Z.M LTDA,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f8b000688239aa3a&bb=Y6YImqOX3b-3A0x7ZkJJ8kSjRZTq1fqcn01Iy-MAIQSxMj0aUr91qF60v6hOdScdJWGGzprcEiDs0dQEMB5ydfb_WT7W4D1ljtiTBeKwyvnHtajHL_r6lby6h4WCu7We&xkcb=SoAD67M39wuhXjALBj0KbzkdCdPP&fccid=66edd34b125027f3&vjs=3
Vaga Afirmativa para Pessoas com Deficiência – Consultor De Tecnologia /Affirmative Position for People with Disabilities - Technology Consulting,Microsoft,Anunciada há 2 dias,https://br.indeed.com/rc/clk?jk=0cb7f6e0167ec4bc&bb=Y6YImqOX3b-3A0x7ZkJJ8pTlJ-2NmcgSd-U-37vdLHXLh3De3PSsChCMXYZ9MfUR3mO4xLS0XA0DrooVArMVELaen8m_xwffgeoP8KktFx4LCIPqhNdSYw%3D%3D&xkcb=SoCe67M39wuhXjALBj0JbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3
2068 - PROGRAMADOR - PARAUAPEBAS/PA,TRATERRA CONSTRUÇÕES,,https://br.indeed.com/rc/clk?jk=7e9ea468b40a5902&bb=Y6YImqOX3b-3A0x7ZkJJ8hsGwRGaSLH3qQD1gQlIHfDmwXVbgNKOhrcWNeI4GSPBWknGqIeIkDBRoPO7uCO60aolHtVAJAv9WBbp7PHlBVQyPYPhFWAZKbkEg0qbsT7H&xkcb=SoAq67M39wuhXjALBj0IbzkdCdPP&fccid=c525d462cf3e1876&vjs=3
Pessoa Coordenadora de Monitoria,Grupo SBF,Home Office,https://br.indeed.com/rc/clk?jk=60cab212d3a85eb0&bb=Y6YImqOX3b-3A0x7ZkJJ8qlB7XLFQa5_BgYcSDiDdUwS-RcBFOhMCUBfKc0lsnEbTvyL_KwVknVuMw5KlHCb2RpghEzilYrsiKJPHbqE34ghI0F6oSkWQ24JsA5eam3W&xkcb=SoCk67M39wuhXjALBj0PbzkdCdPP&fccid=4043d0b93faa8f7d&vjs=3
Desenvolvedor Backend,LienTech,Anunciada há 7 dias,https://br.indeed.com/rc/clk?jk=19c16fc4c547dd17&bb=Y6YImqOX3b-3A0x7ZkJJ8sK-3obv6oaFMnD9d-AyuzjFvvBqdOCqhV4ZFPCpWhHvxgzj9k7-fFp1GuEUekAF4p_vOl2R2X_b_UWO5U0fvtfgy51Cj7JUa7UWILaAKCS3&xkcb=SoAQ67M39wuhXjALBj0ObzkdCdPP&fccid=4e68c576b06a0a5a&vjs=3
ANALISTA DE DADOS,Radar da Gestão,Recém publicada,https://br.indeed.com/rc/clk?jk=8b63740de923910c&bb=Y6YImqOX3b-3A0x7ZkJJ8hBPINYIiOwYjrbcE-8J5Ql3O3r8l9c-XyAKkelgWLLv23RqONph_x0A-bano8CL2rnzNY7PhHGd_hlZzFGlyZ0YLzwsnPED_9Kov8xcRfdw&xkcb=SoCN67M39wuhXjALBj0NbzkdCdPP&fccid=50d02952e9fe304d&vjs=3
Full Stack Developer,BRP,Anunciada há 3 dias,https://br.indeed.com/rc/clk?jk=7b0827a8509a0b58&bb=Y6YImqOX3b-3A0x7ZkJJ8i5TczMPxFkhMrS9PXS1MFv6ORroynTjFFBaUGcTkOyCkGbz_YT4ohorSffpuLeoomixYsb2ho8gfjFwjeHPsRxhmXP4wchY1OAocg6MUn_U&xkcb=SoA567M39wuhXjALBj0MbzkdCdPP&fccid=a7dc48a474db29d3&vjs=3
Frontend React Developer,Oowlish,,https://br.indeed.com/rc/clk?jk=81d86cdc234077b0&bb=Y6YImqOX3b-3A0x7ZkJJ8mbOfA5ugWRAvMI1NoNYJOXtyeWK0tb-z7qeU5UQPzy7wfUcbb0pIBAzjzrX-pIKr1LtP6hfYbsGsBPs9Lzoeyv9EuOTkSRg4yBWerGQMxGB&xkcb=SoDQ67M39wuhXjALBj0DbzkdCdPP&fccid=0271e2481fb4cba7&vjs=3
Quality Assurance (QA),Construct IN,,https://br.indeed.com/rc/clk?jk=1303846c490a885e&bb=Y6YImqOX3b-3A0x7ZkJJ8l0m99hGktvRJmtJHuIJ2mzJ0TsHInrJxMmvTTysigXkjgzJXV4hDbz70ViJXy4XIeKY9zmvS8ppK5eU7u75z439NHTjlGFvQU02QmhkAce9&xkcb=SoBk67M39wuhXjALBj0CbzkdCdPP&fccid=2d90118848d0dede&vjs=3
Analista de Sistemas Pleno,STRATI SOLUCOES E SERVICOS EM TI LTDA,,https://br.indeed.com/rc/clk?jk=aece669ff85cf8b1&bb=Y6YImqOX3b-3A0x7ZkJJ8gNGWf2uxouXQ7lweVCBpdI6fECBKF9nfc-5WHRctcAr0aVD4powZX7bnDbeKLz2H1IEqaKJk9eaeJY71Z0bgm7x7AkQKp_UYm9xwsWT_ZKd&xkcb=SoD567M39wuhXjALBj0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) de Software - Inteligência Artificial,Nelogica,,https://br.indeed.com/rc/clk?jk=2ac2aa22f04f11bb&bb=Y6YImqOX3b-3A0x7ZkJJ8oNFKznPMYZyYKuEFz6mn83jchqq8YECrOuv5z-Jl5uI4aTqF0LnqdiR3LUVOHSt2NkFoEnPs2ztpieofcfJ9RLBGfyeK_5S-0yINbrEyF0R&xkcb=SoBN67M39wuhXjALBj0AbzkdCdPP&fccid=77ba1b798934a18f&vjs=3
DATA PRODUCT MANAGER,Cogna Educação,,https://br.indeed.com/rc/clk?jk=16b26342c1e23048&bb=Y6YImqOX3b-3A0x7ZkJJ8oIXS3p1GUpa_h773xnNYJf6SEcn7jj0YcZb4FTtxJwLHXf1K5rzjHgMChCydw2qIadpI_b_2L-sTCmnnDW3-U1HW7OGIjCgNCx0uEx6OdsP&xkcb=SoDD67M39wuhXjALBj0HbzkdCdPP&fccid=2e794fb1ba5872f8&vjs=3
Analista de Dados Pleno,"Vagas, empregos, oportunidades",Home Office,https://br.indeed.com/rc/clk?jk=669752728150ca12&bb=Y6YImqOX3b-3A0x7ZkJJ8j7XeNxaq5mf4EHoeKsC3jD7X75boVnHlItNJf9j7ihKjgju4MS55oGZvqI4ptqBvnNJLtlzPPf1NF85g_wDL6AfeHg7Of2ogqWing2xJIa2&xkcb=SoB367M39wuhXjALBj0GbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Dados Pleno,Lett Carreiras,Home Office,https://br.indeed.com/rc/clk?jk=4c57b08c8dc8762f&bb=Y6YImqOX3b-3A0x7ZkJJ8kCHhDK8o0mBkKig1UfRqvN2kyN4rnq_gizl0eghPAkti8-FjB1sMGmflzZqBruwa8E6PVOgLLJ-3-WjJQYagU_z6DwykRFNWId_sjiyoMCi&xkcb=SoDq67M39wuhXjALBj0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Cientista de dados pl,Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=42c12e7561fa0cef&bb=9YtLfHtXPt7-Oc8II5Wu-4smTzpS9Bozip6iNuB_UlQPmIBjVtIVgWRHCVlNgtoBG7g5raweNvALrocRGdcU6PdlJBxh4vNyo0jPvnt3bpiqHZaj6dUNTYoI91wot2Gg&xkcb=SoBN67M39wugzdxiBZ0LbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Data Scientist / Remote / USD payment / English,Bloom Talent Partners,,https://br.indeed.com/rc/clk?jk=0d912deb2923fc69&bb=9YtLfHtXPt7-Oc8II5Wu-3DKSSMGyOarVeBNotb-WH6b53t31y9FWubKM1hmQglQSCIY_1Ce6LVDeB34T6iySA3_qxLlny4fWCDSy92LxGBLBeCFMghEvUsFNy9xsLzg&xkcb=SoD567M39wugzdxiBZ0KbzkdCdPP&fccid=f5a8fac000367732&vjs=3
[Monks] Technology Analyst em Data Science,Monks,Home Office,https://br.indeed.com/rc/clk?jk=9f64831b960bad92&bb=9YtLfHtXPt7-Oc8II5Wu--cr8bojE7CjyS4DwIeeFt735lSkjGYyHLztAxDqDZTPdJrFd8GNa7_kSFXPJ_amUgtQ24aHG4S84SMIUzQjAm3DvlDRL1P1K7CgrnysvclE&xkcb=SoBk67M39wugzdxiBZ0JbzkdCdPP&fccid=a1b1d51bb95ac55c&vjs=3
BloombergNEF Latin America Analyst,Bloomberg,,https://br.indeed.com/rc/clk?jk=cda1e5fcbdd13d76&bb=9YtLfHtXPt7-Oc8II5Wu-7tYga-UQpmXjFFjjikuTNw9Q5KQSaVv9fURQahqk_ZmwgkGhqKSderRqYy_seJTQJ-7JffwzY21_BiGKSTzvKDwgAWCXVOKug%3D%3D&xkcb=SoDQ67M39wugzdxiBZ0IbzkdCdPP&fccid=f770da67b3b51c62&vjs=3
Pessoa Engenheiro de Dados GCP Pleno,Datum TI,Home Office,https://br.indeed.com/rc/clk?jk=2b3fdf8e7c578748&bb=9YtLfHtXPt7-Oc8II5Wu-03_hxx1siFKsB7uzVDwEYgD69cK5Jo9Ve8buQluXm55N-Jcqy2HK9PobZ_MWZ7n24ZwdQTbf3v_QRT9Zdtar2Q6JbrezWyx-qWWG5X2qIGY&xkcb=SoBe67M39wugzdxiBZ0PbzkdCdPP&fccid=e267f08170cab296&vjs=3
Analista de Dados,ZOOMtecnologia,,https://br.indeed.com/rc/clk?jk=0737c89170a755c0&bb=9YtLfHtXPt7-Oc8II5Wu-yQ1iCPEsRErby-rNP_p3Q3skp-l4wfopFR4XVVt65wKLfQZ_Nt1ORetWGSebvOXh1MP1yKImPlJ8F0WggviEG31zcdcBofijm3FDEuxzDdN&xkcb=SoDq67M39wugzdxiBZ0ObzkdCdPP&fccid=a2f79d0b2a009d1f&vjs=3
ANALISTA DE AUTOMAÇÃO,FM2C,,https://br.indeed.com/rc/clk?jk=5e3bb2dc64e6cc21&bb=9YtLfHtXPt7-Oc8II5Wu-_N9rWe2wrf1af0gztKQTh1S1kJ4l1l3fE1D9cSUtrboNuhTHhl3WqrHQQ_UPyriwLo7PrdUDEzILUxL9PCVZiKbiHjKgddnOstKmnMCUf7X&xkcb=SoB367M39wugzdxiBZ0NbzkdCdPP&fccid=16bbe15d304af728&vjs=3
IT Engineer Spec IV,Santander,,https://br.indeed.com/rc/clk?jk=a91dc97162cec2bd&bb=9YtLfHtXPt7-Oc8II5Wu-2qgHNMGfSqj6ZjQm0nSPzcu0Nho1DK0lZLC1Li7Q7aShUBptcMsjLAbcfRUZIG56kxE3tdJadbfM75uTqd4GIcv2uHStZIlrQ%3D%3D&xkcb=SoDD67M39wugzdxiBZ0MbzkdCdPP&fccid=e57a47a3d1d90e39&vjs=3
Site Reliability Engineer (I3),Avalara,Home Office,https://br.indeed.com/rc/clk?jk=517d85e432fafef5&bb=9YtLfHtXPt7-Oc8II5Wu-3RMr00P_EeUtLkrP18ixOUO8KSVlhpP50rsJf32QJQUrQiAjgJI7F2NTX29vZ8aMrw5-GJsrvp1_qqETEHI9Mm4e_Wbt_apu-Wb21QP23wR&xkcb=SoAq67M39wugzdxiBZ0DbzkdCdPP&fccid=ec30d82962c8b13b&vjs=3
Auxiliar de T.I,SKZ SERVICOS LTDA,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4881e95b0a93ecba&bb=9YtLfHtXPt7-Oc8II5Wu-zC9zqZ2oWBaFuMhY7kzz4V_2bEcLRKjyVjmtmy-nsjPa8vKHb_LiH-T1F76y4eMkEWeJ1HpJRCc8N7UT1zWKB4-xT7gkOW4SjfebKbkaiaw&xkcb=SoCe67M39wugzdxiBZ0CbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Data Engineer | Mid/Senior,Compass.UOL,Home Office,https://br.indeed.com/rc/clk?jk=3b7b84f22596c7ad&bb=9YtLfHtXPt7-Oc8II5Wu-1vKdkaGAaL6Mrkyz2RTtNSwNxaLAf3_f6BCa7iAGI8LXeh4JMtZidg8WAI8XI76sG539KBMWzOt0j7F1BkkqdmcemYnkp6HCKB6JvX8Z9uJ&xkcb=SoAD67M39wugzdxiBZ0BbzkdCdPP&fccid=3771f71d7e2175c3&vjs=3
